Year,Grade,State,Gender,Age,Height,Armspan,RightFoot,IndexFinger,TransMethod,CommuteTime,ReactionTime,MemoryTime,FavPhysAct,BirthMonth,FavSeason,FavSubj,SchoolNight,NonschoolNight,HomeOcc,PlannedEd,Superpower,RoleModel,Height_cm,Armspan_cm
2021,11,SC,Male,18,72.83,75.98,28,75,Car,10,0,44,Soccer,October,Summer,Mathematics and statistics,7,9,2,High school,Fly,Relative,185,193
2019,12,OH,Male,17,65,82.55,25,69,Car,10,0,32,Walking/Hiking,April,Fall,History,4,7,5,High school,Invisibility,Actor,165.1,209.677
2018,12,PA,Female,16,61.42,61.81,21.5,83,Bus,15,0,33,Running/Jogging,October,Fall,History,6,10,2,Graduate degree,Fly,Politician,156,157
2021,12,TX,Male,17,66.14,71.26,25.4,60,Car,10,1,45,Basketball,August,Winter,History,7,10,4,Graduate degree,Fly,Relative,168,181
2021,12,OH,Male,16,72.83,71.26,28,90,Car,5,1,47,Dancing,August,Summer,Music,6,9,4,Undergraduate degree,Fly,Friend,185,181
2019,11,CA,Female,16,59.02,57.28,21.3,76,Car,15,0,50,None,October,Fall,Science,8,10,4,Graduate degree,Telepathy,Relative,149.9,145.5
2020,11,CA,Male,16,70.98,88,27.9,73,Car,9,0,37,Football (American),November,Fall,Computers and technology,5,7,5,Graduate degree,Fly,Relative,180.3,223.52
2020,12,NY,Female,17,59.84,59.84,24,50,Car,12,0,39,Lacrosse,September,Summer,Social studies,7,11,5,Graduate degree,Invisibility,Coach or club leader,152,152
2021,12,TX,Female,15,68.11,68.11,23,73,Walk,20,1,42,Walking/Hiking,September,Spring,Other,4,7,4,Undergraduate degree,Freeze time,Friend,173,173
2021,11,IN,Male,17,72.05,73.23,29,105,Car,12,0,35,Baseball/Softball,June,Summer,Physical education,7,9,5,Graduate degree,Freeze time,Friend,183,186
2019,12,IN,Male,17,70,73.98,25,50.8,Car,5,0,37,Athletics,August,Summer,History,6,8,4,Undergraduate degree,Invisibility,Actor,177.8,187.9
2022,11,WA,Female,15,63.98,66.93,22.8,72,Bus,70,1,54,Walking/Hiking,May,Summer,English,9,9,7,High school,Fly,Friend,162.5,170
2019,11,FL,Male,17,70.87,72.44,27,105,Car,5,0,43,Martial Arts,September,Summer,Mathematics and statistics,7,8,4,Graduate degree,Fly,Business person,180,184
2018,12,OK,Male,16,67.32,66.93,27,90,Car,15,1,63,Swimming,August,Fall,Music,6.5,8,4,Graduate degree,Freeze time,Religious figure,171,170
2019,12,OH,Male,17,73.23,73.62,27,80,Car,10,0,58,Lacrosse,February,Fall,History,8,8,4,High school,Super strength,Relative,186,187
2018,12,NC,Female,17,66.54,64.57,23.5,75,Walk,5,0,48,Soccer,March,Fall,Art,7,10,4,Graduate degree,Invisibility,Relative,169,164
2022,12,NH,Male,17,68.9,69,27,70,Car,15,0,44,Golf,April,Summer,English,7,10,4,Undergraduate degree,Super strength,Relative,175,175.26
2019,12,CA,Male,17,72.05,70.87,27,60,Walk,10,0,39,Swimming,March,Summer,Science,7,8,4,Graduate degree,Invisibility,Business person,183,180
2018,12,CA,Female,17,60.24,45.28,20.5,61,Car,10,0,47,Swimming,February,Spring,Mathematics and statistics,7,9,4,Other,Telepathy,Relative,153,115
2019,11,CA,Male,16,70,69.69,27,105,Bus,60,0,37,Soccer,February,Winter,History,6,9,5,Undergraduate degree,Fly,Friend,177.8,177
2019,10,OR,Male,15,71.26,71.65,26,80,Walk,15,1,82,Running/Jogging,April,Spring,Mathematics and statistics,6,9,5,Other,Telepathy,Relative,181,182
2021,11,MI,Male,17,70.08,72.05,25,106,Car,8,0,36,Martial Arts,December,Winter,Mathematics and statistics,7,8,4,Graduate degree,Super strength,Relative,178,183
2021,12,WA,Female,16,61.81,59.06,22,70,Walk,5,1,45,Soccer,September,Summer,Geography,7,9,3,Graduate degree,Fly,Relative,157,150
2021,12,NY,Male,18,72.05,74.8,28,74,Walk,15,0,20,Other,September,Summer,Social studies,8,9,4,Graduate degree,Freeze time,Relative,183,190
2019,11,MA,Male,17,73.23,72.44,25,85,Car,13,0,62,Basketball,November,Summer,Computers and technology,6.75,9,6,Graduate degree,Fly,Musician or singer,186,184
2018,11,NC,Female,17,66.93,68.11,24,82,Bus,30,1,46,Soccer,October,Fall,Social studies,5,7,3,Graduate degree,Telepathy,Musician or singer,170,173
2020,12,NY,Female,17,66.93,68.9,25,70,Railway,60,0,37,Other,July,Summer,Mathematics and statistics,7,8,3,Graduate degree,Fly,Relative,170,175
2021,11,MO,Female,16,70.08,65.35,25,87,Car,3,0,44,Other,May,Fall,Science,7,8,4,Graduate degree,Telepathy,Musician or singer,178,166
2019,12,NE,Female,17,61.42,62.2,24,75,Car,5,1,48,Athletics,April,Spring,Mathematics and statistics,6,7,5,Undergraduate degree,Fly,Friend,156,158
2019,9,PA,Female,14,68.11,62.99,30,70,Car,25,0,37,Basketball,January,Winter,History,6.5,12,5,Graduate degree,Fly,Sports person,173,160
2021,12,KS,Female,17,68.11,66.14,25,67,Car,12,0,37,Cycling,February,Fall,Science,5,10,3,Graduate degree,Freeze time,Relative,173,168
2019,12,CA,Male,17,64.96,61.81,22,69,Car,12,0,47,Martial Arts,February,Winter,History,7,8,7,Graduate degree,Telepathy,Friend,165,157
2020,12,NY,Male,17,70.87,80.71,29,85,Railway,35,1,56,Football (American),November,Spring,Science,6.5,8.5,4,Undergraduate degree,Telepathy,Relative,180,205
2019,12,WA,Male,17,69.09,66,22.8,90,Car,10,0,37,Other,May,Summer,Social studies,8,12,4,Graduate degree,Fly,Business person,175.5,167.64
2019,12,NY,Female,17,62.76,64.02,22.86,101.6,Car,8,1,45,Tennis,February,Fall,Languages,7,7,3,Graduate degree,Telepathy,Relative,159.4,162.6
2018,12,CA,Male,17,66.93,67.72,24,90.5,Car,20,0,50,Soccer,May,Spring,Other,5.5,9.5,6,Graduate degree,Freeze time,Musician or singer,170,172
2021,10,NC,Female,15,69.69,65.98,30.48,101.6,Bus,60,0,42,Swimming,July,Summer,Science,10,10,6,Other,Telepathy,Musician or singer,177,167.6
2020,12,NC,Male,17,69.69,68.9,25,87,Walk,1,0,38,Other,December,Winter,Science,7,9,4,Undergraduate degree,Telepathy,Relative,177,175
2021,9,GA,Female,14,65.75,67.72,20,88.9,Car,15,0,54,Swimming,March,Summer,Art,7,6,4,Other,Telepathy,Relative,167,172
2022,9,MI,Female,14,63.78,64.17,23,90,Car,50,1,38,Hockey (Field),August,Summer,Computers and technology,8,9,5,Graduate degree,Super strength,Business person,162,163
2019,12,FL,Female,16,61.42,62.99,24,90,Bus,15,1,69,Skateboarding/Rollerblading,December,Fall,Music,4,12,4,Graduate degree,Invisibility,Community leader or elder,156,160
2022,12,NC,Female,17,66,68.9,24,70,Car,7,0,50,Walking/Hiking,June,Fall,Music,6,9,3,Graduate degree,Fly,Relative,167.64,175
2018,12,FL,Female,17,62.2,59.84,24,80,Car,10,0,32,Other,February,Fall,Science,7,9,3,Graduate degree,Telepathy,Teacher,158,152
2020,12,AZ,Male,18,66.93,71.65,25.7,76.2,Car,20,0,34,Football (American),October,Winter,History,6,6,4,Graduate degree,Freeze time,Sports person,170,182
2021,9,MI,Female,15,60,72.95,24.6,78,Car,21,1,37,Tennis,March,Spring,Mathematics and statistics,6.5,10,4,Graduate degree,Freeze time,Other,152.4,185.3
2020,12,FL,Male,17,64.96,62.2,23,97,Car,25,0,38,Other,February,Summer,History,7.5,9.5,4,Other,Freeze time,Relative,165,158
2020,11,MO,Male,17,68.9,66.93,26,100,Car,20,0,28,Athletics,June,Fall,Mathematics and statistics,9,10,4,Graduate degree,Fly,Relative,175,170
2018,9,OR,Male,15,70.08,69.29,27,87,Car,15,1,71,None,October,Fall,Other,9,9,5,Graduate degree,Super strength,Relative,178,176
2020,12,IL,Female,17,63.98,62.99,23.2,72,Car,7,0,47,Other,April,Fall,Science,7,9,3,Graduate degree,Telepathy,Coach or club leader,162.5,160
2019,12,TX,Male,17,66.97,71.65,25.9,75,Car,15,0,25,Football (American),January,Fall,Other,6,8,2,High school,Super strength,Other,170.1,182
2021,12,NC,Male,17,64.96,64.96,25,65,Car,5,0,35,Soccer,April,Summer,Science,7,9,4,Undergraduate degree,Telepathy,Sports person,165,165
2019,12,CA,Male,17,77.95,67.4,38,73,Walk,5,1,68,Basketball,June,Fall,Art,6,6,4,Undergraduate degree,Super strength,Actor,198,171.196
2019,11,WA,Female,16,59.84,48,20,65,Car,6,0,72,Dancing,July,Summer,Art,5,7,3,Graduate degree,Invisibility,Relative,152,121.92
2021,12,CA,Male,16,71.65,75.59,37,90,Car,25,0,38,Martial Arts,September,Summer,Art,7,9,5,Graduate degree,Super strength,Relative,182,192
2022,11,IL,Male,16,70,73.66,26.67,97,Car,10,0,72,Soccer,June,Spring,History,10,8,7,Other,Freeze time,Sports person,177.8,187.0964
2018,11,NJ,Female,16,61.81,64.57,20,90,Bus,20,0,40,Gymnastics,September,Spring,English,5,9,5,Some college,Freeze time,Musician or singer,157,164
2020,12,MD,Female,17,64.96,65.35,25,48,Car,30,0,41,Baseball/Softball,October,Summer,Science,6,8,6,Graduate degree,Fly,Politician,165,166
2018,12,CA,Male,16,65.75,66.93,25,71,Car,31,0,29,Table Tennis,September,Summer,Mathematics and statistics,6.75,9,3,Graduate degree,Fly,Musician or singer,167,170
2019,9,NH,Male,14,71.97,71.97,26,90,Bus,10,0,54,Football (American),March,Spring,Science,5,9,4,Graduate degree,Invisibility,Sports person,182.8,182.8
2020,12,CA,Male,17,63.27,56.3,23,129,Car,13,1,34,Swimming,August,Summer,Social studies,6,12,2,Graduate degree,Freeze time,Actor,160.7,143
2022,11,WA,Male,18,66.14,61.02,23,77,Car,15,0,63,Swimming,November,Winter,Art,6,13,4,Graduate degree,Fly,Musician or singer,168,155
2020,12,NY,Male,17,70.87,67.72,25.4,78,Railway,30,0,38,Other,July,Winter,Computers and technology,6,12,4,Undergraduate degree,Freeze time,Business person,180,172
2019,12,NE,Female,16,66.93,66.69,25,70,Car,8,1,50,Other,May,Spring,Mathematics and statistics,9,6,4,Graduate degree,Fly,Relative,170,169.4
2021,12,MA,Female,18,62.99,63.58,24.6,65,Car,3,0,40,Tennis,October,Fall,Social studies,7,4,2,Undergraduate degree,Invisibility,Musician or singer,160,161.5
2019,12,WI,Male,17,72.83,71.26,28,94.1,Car,14,0,43,Baseball/Softball,January,Spring,Social studies,8.5,9,4,Graduate degree,Super strength,Relative,185,181
2019,11,GA,Female,17,66.14,66.14,24.1,76,Car,25,1,36,Walking/Hiking,October,Fall,Social studies,4,7,4,Graduate degree,Telepathy,Relative,168,168
2018,10,IN,Male,15,64.96,65.35,24,80,Bus,30,1,47,Tennis,May,Summer,Mathematics and statistics,5,9,5,Graduate degree,Fly,Relative,165,166
2022,10,NC,Female,16,66.14,62.99,27,65,Car,30,0,31,None,October,Fall,Art,6,9,4,Some college,Fly,Relative,168,160
2020,12,IN,Female,16,70,68,23,80,Car,10,1,49,Basketball,June,Fall,Art,8,10,5,Some college,Telepathy,Actor,177.8,172.72
2018,11,NC,Female,17,62.99,71,21,80,Car,15,1,45,Running/Jogging,August,Fall,History,8,8,4,Graduate degree,Freeze time,Actor,160,180.34
2018,11,NJ,Female,15,61.02,64.57,21,80,Bus,30,0,40,Other,July,Fall,Science,6,8,6,Graduate degree,Invisibility,Relative,155,164
2018,12,MN,Male,16,72.44,72.44,28,100,Car,5,0,40,Swimming,April,Winter,Music,9,9,4,Graduate degree,Invisibility,Relative,184,184
2018,12,VA,Female,17,62.99,62.01,25.4,70,Car,10,0,49,None,November,Fall,Other,7,12,4,Less than high school,Telepathy,Relative,160,157.5
2020,9,PA,Female,14,66.54,60,28,70,Car,45,0,62,Basketball,February,Summer,Science,7,11,3,Graduate degree,Invisibility,Relative,169,152.4
2021,12,KS,Female,17,63.23,62.99,23,80,Car,8,0,35,Golf,March,Fall,Science,8,10,2,Graduate degree,Telepathy,Doctor or nurse,160.6,160
2019,12,IL,Male,17,70.87,68.9,26,78,Car,5,1,59,Tennis,January,Fall,History,7,8.5,7,Graduate degree,Telepathy,Doctor or nurse,180,175
2020,12,WA,Male,17,74.02,70.87,30,80,Car,5,0,57,Baseball/Softball,November,Summer,History,8,11,4,Graduate degree,Fly,Sports person,188,180
2021,12,NC,Female,17,61.81,61.81,25.4,76.2,Car,4,2,51,Other,January,Fall,English,4,4,3,Graduate degree,Fly,Other,157,157
2018,12,OK,Female,16,62.2,62.99,22,80,Car,20,0,37,Soccer,October,Fall,Mathematics and statistics,6,9,5,Graduate degree,Fly,Sports person,158,160
2021,12,CA,Female,17,65.98,64.17,17.78,70,Car,20,0,83,Basketball,June,Winter,Art,8,6,5,Graduate degree,Fly,Relative,167.6,163
2020,12,KS,Female,17,66.93,65.75,25,70,Car,25,1,48,Dancing,February,Spring,Languages,5,8,6,Graduate degree,Freeze time,Other,170,167
2018,12,IL,Male,18,67.72,64.96,25,65,Car,3,1,49,Running/Jogging,September,Summer,Mathematics and statistics,7,11,5,Some college,Freeze time,Other,172,165
2019,10,MD,Male,17,72.83,75.98,28,107,Car,5,0,49,Basketball,November,Summer,Physical education,7,9,5,Undergraduate degree,Invisibility,Sports person,185,193
2021,11,IN,Female,17,67.99,65.98,23,75,Car,3,0,48,Other,February,Spring,Languages,7,10,3,Graduate degree,Telepathy,Relative,172.7,167.6
2019,12,GA,Female,17,68.5,68.5,25,79,Car,10,0,36,Soccer,July,Summer,Science,8,10,4,Graduate degree,Telepathy,Coach or club leader,174,174
2019,12,MO,Male,17,73.62,75.98,29,110,Car,7,0,40,Martial Arts,December,Winter,Science,4,7,7,Graduate degree,Super strength,Relative,187,193
2019,12,MA,Male,17,67.32,69.69,23,90,Car,5,0,71,Hockey (Ice),April,Fall,English,6,4,3,Some college,Fly,Sports person,171,177
2019,9,PA,Female,15,66.93,65.75,26,70,Car,3,0,30,Other,October,Winter,Mathematics and statistics,7.5,10,3,Graduate degree,Telepathy,Relative,170,167
2018,12,WI,Female,16,66.14,64.17,23.8,70,Car,10,0,55,Basketball,December,Summer,Art,9,10,4,Graduate degree,Freeze time,Teacher,168,163
2019,12,OH,Female,17,71.65,69.29,24,75,Car,5,0,45,Swimming,March,Summer,Art,6,8,4,Some college,Fly,Actor,182,176
2021,11,SC,Female,18,62.99,59.06,22.5,70,Car,15,0,39,None,September,Winter,History,6,4,4,Less than high school,Invisibility,Friend,160,150
2018,9,OR,Female,14,64.17,62.99,26,65,Car,4,1,66,Other,February,Fall,English,7,6,5,Graduate degree,Telepathy,Musician or singer,163,160
2018,12,WI,Female,17,64.96,63.39,24,71,Car,15,0,45,Soccer,May,Fall,Science,7,8,5,Graduate degree,Telepathy,Actor,165,161
2019,12,CA,Female,17,58.27,55.91,19,60,Walk,10,0,32,Athletics,September,Spring,Languages,5,8,4,Graduate degree,Telepathy,Actor,148,142
2020,10,IL,Male,16,68.11,77,23,120,Bus,15,0,36,Basketball,September,Fall,Mathematics and statistics,7,12,5,Some college,Freeze time,Relative,173,195.58
2018,12,OH,Female,16,65.75,64.17,23,90,Car,30,0,34,Other,July,Fall,Mathematics and statistics,7,6,3,Undergraduate degree,Telepathy,Relative,167,163
2019,12,CA,Male,17,70.08,59.06,24,73,Car,10,0,40,Lacrosse,May,Summer,Physical education,8.5,9.5,2,Undergraduate degree,Invisibility,Business person,178,150
2019,11,NC,Male,17,74.02,74.02,28,67,Car,10,0,8,Running/Jogging,August,Summer,History,8,7,4,Graduate degree,Freeze time,Politician,188,188
2018,12,WI,Male,16,69.69,70.87,28,86,Car,3,0,52,Baseball/Softball,October,Fall,History,8,9,5,Graduate degree,Invisibility,Sports person,177,180
2022,12,IN,Female,18,65.47,65.75,25,80,Car,30,0,28,Golf,December,Spring,Languages,6,7,10,Graduate degree,Invisibility,Relative,166.3,167
2018,12,TN,Male,18,72.44,68.9,26,80,Car,8,1,46,Basketball,December,Summer,Physical education,4,9,3,Graduate degree,Telepathy,Politician,184,175
2018,12,CA,Male,17,70.98,68.98,27.94,80,Car,15,1,52,Athletics,August,Winter,Art,4,8,3,Undergraduate degree,Telepathy,Musician or singer,180.3,175.2
2021,12,MI,Female,17,63.78,61.81,22,75,Car,5,1,41,Dancing,July,Summer,Science,8,11,5,Undergraduate degree,Telepathy,Relative,162,157
2019,9,GA,Female,14,62.99,64.17,23,70,Bus,50,1,50,Dancing,April,Spring,Computers and technology,8,5,6,Graduate degree,Invisibility,Business person,160,163
2019,12,WA,Male,17,73.62,68.9,30,100,Bus,10,0,59,Swimming,September,Winter,Physical education,8,10,5,Graduate degree,Freeze time,Other,187,175
2018,12,TX,Male,18,68.11,65,21,80,Car,5,1,46,Football (American),October,Fall,Music,6,14,7,Graduate degree,Freeze time,Friend,173,165.1
2019,12,WI,Male,17,72.44,74.02,29,79,Car,13,0,60,Other,December,Fall,English,6,8,5,Graduate degree,Telepathy,Relative,184,188
2018,12,VA,Male,17,72.44,71.65,29,75,Car,7,1,74,Baseball/Softball,September,Fall,Physical education,7,9,4,Some college,Fly,Relative,184,182
2019,11,WA,Male,16,70.08,69.29,23,85,Car,7,0,65,Soccer,September,Summer,Physical education,7.5,8.5,3,Graduate degree,Fly,Sports person,178,176
2020,11,IN,Female,16,67.91,62.99,24,90,Car,20,1,37,Athletics,May,Fall,Art,7,10,6,Graduate degree,Telepathy,Relative,172.5,160
2022,12,GA,Female,18,64.17,62.99,26,90,Car,10,1,60,Gymnastics,December,Summer,Social studies,5,9,3,Other,Invisibility,Other,163,160
2019,12,CA,Male,17,71.65,70.87,27.94,81.28,Car,4,0,43,Basketball,August,Fall,English,5,12,2,Some college,Invisibility,Business person,182,180
2018,11,IN,Male,17,68.5,69.29,25,70,Car,12,0,37,Football (American),March,Summer,History,6,9,4,Graduate degree,Freeze time,Musician or singer,174,176
2020,12,WI,Male,18,75.59,75.59,30,95.25,Car,5,0,41,Football (American),July,Winter,Physical education,7,12,5,Some college,Fly,Sports person,192,192
2020,11,SC,Male,17,70.87,68.9,25,83,Car,20,0,42,Soccer,November,Spring,Physical education,8,7,5,Some college,Telepathy,Business person,180,175
2018,11,GA,Male,17,61.81,62.99,24,98,Bus,10,1,36,Basketball,March,Fall,Mathematics and statistics,5,9,4,Graduate degree,Freeze time,Relative,157,160
2021,12,NC,Female,17,60.98,85,22.5,40,Car,7,0,39,Baseball/Softball,May,Summer,Physical education,8,10,3,Some college,Invisibility,Relative,154.9,215.9
2018,12,NC,Female,17,62.99,62.99,23,72,Car,10,0,53,Other,September,Fall,English,5,9,3,Graduate degree,Fly,Relative,160,160
2018,11,WI,Male,16,75.2,78.74,28,90,Car,5,1,49,None,June,Summer,History,5,8,2,Graduate degree,Invisibility,Politician,191,200
2018,11,CA,Female,17,64.17,64.96,23,69,Walk,2,1,41,Soccer,August,Winter,Science,7,8,4,Undergraduate degree,Freeze time,Other,163,165
2019,11,CA,Male,17,75.98,75.59,34,110,Car,20,0,40,Basketball,March,Summer,English,6,10,4,Graduate degree,Freeze time,Religious figure,193,192
2018,10,NC,Female,18,66.14,61.81,24,65,Car,7,0,49,Walking/Hiking,January,Winter,Science,5,11,5,Other,Telepathy,Doctor or nurse,168,157
2018,12,OH,Male,18,75.2,75.28,28,85,Car,5,0,35,Running/Jogging,March,Fall,History,8,9.5,8,Other,Freeze time,Relative,191,191.2
2021,10,FL,Female,16,62.99,57.09,19,67,Bus,10,0,33,Swimming,August,Summer,Mathematics and statistics,7,12,4,Less than high school,Telepathy,Religious figure,160,145
2019,12,NC,Male,16,67.32,70.08,25,84,Walk,5,0,35,Basketball,September,Summer,Science,7,9,4,Graduate degree,Fly,Sports person,171,178
2018,12,PA,Male,17,71.5,72.83,26,92,Car,12,0,52,Baseball/Softball,June,Fall,Mathematics and statistics,7,9,4,Graduate degree,Telepathy,Sports person,181.6,185
2019,11,IN,Male,16,69.09,73.23,25,75,Car,35,0,45,Football (American),June,Fall,Science,6,5,5,High school,Fly,Other,175.5,186
2019,11,CA,Female,17,63.78,63.78,22,72,Walk,25,1,51,Other,April,Winter,Science,7,10,4,Graduate degree,Freeze time,Friend,162,162
2020,12,NC,Male,17,70.87,88.98,29,80,Car,5,1,57,Basketball,December,Winter,Science,7,8,4,Graduate degree,Fly,Doctor or nurse,180,226
2018,12,TX,Male,17,68.9,73.23,20,110,Car,7,0,51,Table Tennis,April,Summer,Computers and technology,8,10,5,Graduate degree,Super strength,Relative,175,186
2018,12,TX,Male,17,75.98,59.06,26,90,Car,10,1,52,Basketball,October,Summer,Physical education,5,9,3,Graduate degree,Super strength,Sports person,193,150
2021,11,CA,Male,16,70.79,68.5,30,80,Car,15,0,47,Baseball/Softball,July,Winter,Other,6,10,4,Some college,Freeze time,Musician or singer,179.8,174
2021,12,CO,Male,17,80,83,28,130,Car,25,0,46,Skateboarding/Rollerblading,March,Fall,Art,8,7,3,Other,Telepathy,Other,203.2,210.82
2018,12,VA,Female,18,67.72,64.17,21,80,Car,10,1,52,Swimming,November,Summer,English,6,8,3,Graduate degree,Fly,Musician or singer,172,163
2021,12,WI,Male,17,69.69,71.65,28,75,Car,20,0,48,Other,May,Summer,Physical education,8,7,3,Graduate degree,Fly,Friend,177,182
2019,12,MA,Female,17,66.93,67.72,25.3,73,Car,10,0,72,Athletics,July,Fall,Mathematics and statistics,8,10,4,Graduate degree,Freeze time,Business person,170,172
2019,12,CA,Male,17,69.57,66.93,27,70,Car,15,1,43,Soccer,May,Summer,Mathematics and statistics,8,10,3,Graduate degree,Fly,Sports person,176.7,170
2019,12,FL,Male,17,75.2,77.56,30,75,Car,10,1,43,Lacrosse,December,Fall,English,8,8,2,Graduate degree,Invisibility,Relative,191,197
2020,9,MI,Female,14,65.75,68.11,23,80,Car,20,0,38,Swimming,April,Summer,History,9,12,5,Other,Telepathy,Doctor or nurse,167,173
2021,12,CA,Female,17,66.93,66,23,70,Car,12,1,33,Other,February,Fall,Social studies,6,10,3,Undergraduate degree,Freeze time,Relative,170,167.64
2021,12,IN,Male,17,66.14,63.78,28,70,Bicycle,25,1,50,Basketball,May,Summer,Physical education,7,6,2,Some college,Freeze time,Relative,168,162
2021,12,CA,Male,17,69.29,70.47,25,85,Car,10,0,46,Walking/Hiking,April,Summer,English,6,10,3,Undergraduate degree,Freeze time,Relative,176,179
2020,12,CA,Female,17,61.81,62.6,22,74,Car,20,0,35,Dancing,July,Fall,Science,7,9,4,Other,Fly,Musician or singer,157,159
2018,12,FL,Male,17,74.41,74.41,28,92,Bus,15,1,44,Other,March,Winter,Music,7,13,4,Graduate degree,Telepathy,Business person,189,189
2021,12,TX,Female,17,68.9,68.9,25,100,Car,5,1,45,Other,January,Fall,Science,6,7,6,Graduate degree,Invisibility,Sports person,175,175
